selector_type,min_support_count,min_effective_neighbors,max_neighbor_distance,min_predicted_margin,max_candidate_worse_rate,max_group_worse_rate,min_fold_agreement,non_additive_budget,additive_fallback_threshold,support_rows,better,equal,worse,better_minus_worse,mean_delta_ratio_vs_ltm,ratio_worse_than_ltm_groups,success_worse_than_ltm_groups,zero_nonadditive_groups,selected_nonadditive_cases,additive_fallback_cases,additive_fallback_rate,support_primary_passed,selected_candidate_distribution
group_balanced_utility,10,3,999.0,0.001,1.0,1.0,0,1.0,0.001,120,31,66,23,8,-0.0028752109667166794,1,0,0,120,0,0.0,True,"{""c100_b100_w075_d090"": 119, ""c125_b125_w100_d100"": 1}"
candidate_risk_capped,5,3,1.5,0.0,0.5,0.5,0,1.0,0.0,120,30,66,24,6,-0.002312380734716679,1,0,0,120,0,0.0,True,"{""c100_b100_w075_d090"": 118, ""c125_b125_w100_d100"": 2}"
candidate_risk_capped,10,3,999.0,0.001,1.0,1.0,0,1.0,0.001,120,30,66,24,6,-0.002312380734716679,1,0,0,120,0,0.0,True,"{""c100_b100_w075_d090"": 118, ""c125_b125_w100_d100"": 2}"
radius_neighbor_abstain,10,3,999.0,0.001,1.0,1.0,0,1.0,0.001,120,30,66,24,6,-0.002312380734716679,1,0,0,120,0,0.0,True,"{""c100_b100_w075_d090"": 118, ""c125_b125_w100_d100"": 2}"
group_balanced_utility,5,3,1.5,0.0,0.5,0.5,0,1.0,0.0,120,28,69,23,5,-0.0018375178551333453,1,0,0,107,13,0.10833333333333334,True,"{""additive_ltm"": 13, ""c075_b075_w100_d100"": 6, ""c100_b075_w100_d100"": 1, ""c100_b100_w075_d090"": 76, ""c100_b100_w075_d095"": 1, ""c125_b100_w075_d100"": 13, ""c125_b125_w100_d100"": 10}"
radius_neighbor_abstain,5,3,1.5,0.0,0.5,0.5,0,1.0,0.0,120,27,70,23,4,-0.0013992708744666774,1,0,0,106,14,0.11666666666666667,True,"{""additive_ltm"": 14, ""c100_b100_w075_d090"": 77, ""c125_b125_w100_d100"": 29}"
knn_utility,10,3,999.0,0.001,1.0,1.0,0,1.0,0.001,120,27,71,22,5,-0.0007646422038416737,1,0,1,81,39,0.325,True,"{""additive_ltm"": 39, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 4, ""c075_b100_w125_d090"": 5, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d090"": 1, ""c100_b075_w100_d100"": 8, ""c100_b075_w125_d090"": 6, ""c100_b075_w125_d100"": 12, ""c100_b100_w075_d090"": 2, ""c100_b100_w075_d095"": 5, ""c100_b100_w075_d100"": 1, ""c100_b100_w125_d100"": 1, ""c100_b125_w100_d100"": 1, ""c100_b150_w100_d100"": 1, ""c125_b075_w100_d100"": 2, ""c125_b075_w125_d095"": 15, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 1, ""c125_b125_w100_d100"": 9}"
knn_utility,5,3,1.5,0.0,0.5,0.5,0,1.0,0.0,120,24,71,25,-1,-0.0008659615927583353,1,0,2,77,43,0.35833333333333334,False,"{""additive_ltm"": 43, ""c075_b075_w100_d100"": 3, ""c075_b100_w075_d100"": 1, ""c075_b100_w100_d090"": 1, ""c075_b100_w100_d095"": 1, ""c075_b100_w125_d090"": 2, ""c075_b100_w125_d100"": 2, ""c075_b125_w100_d090"": 1, ""c075_b125_w125_d095"": 2, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d095"": 2, ""c100_b075_w100_d100"": 2, ""c100_b075_w125_d090"": 3, ""c100_b075_w125_d100"": 9, ""c100_b100_w050_d100"": 2, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d095"": 3, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d090"": 1, ""c100_b125_w100_d095"": 3, ""c100_b150_w100_d100"": 3, ""c125_b075_w100_d100"": 2, ""c125_b075_w125_d095"": 9, ""c125_b100_w100_d090"": 1, ""c125_b100_w100_d095"": 1, ""c125_b100_w100_d100"": 2, ""c125_b100_w125_d100"": 4, ""c125_b125_w075_d095"": 3, ""c125_b125_w100_d100"": 9}"
candidate_risk_capped,20,5,999.0,0.003,0.25,0.0,0,0.5,0.003,120,0,119,1,-1,7.2971394999991425e-06,1,0,5,1,119,0.9916666666666667,False,"{""additive_ltm"": 119, ""c100_b100_w075_d090"": 1}"
group_balanced_utility,20,5,999.0,0.003,0.25,0.0,0,0.5,0.003,120,0,119,1,-1,7.2971394999991425e-06,1,0,5,1,119,0.9916666666666667,False,"{""additive_ltm"": 119, ""c100_b100_w075_d090"": 1}"
radius_neighbor_abstain,20,5,999.0,0.003,0.25,0.0,0,0.5,0.003,120,0,119,1,-1,7.2971394999991425e-06,1,0,5,1,119,0.9916666666666667,False,"{""additive_ltm"": 119, ""c100_b100_w075_d090"": 1}"
knn_utility,20,5,999.0,0.003,0.25,0.0,0,0.5,0.003,120,13,90,17,-4,0.0002890493074916641,3,0,1,60,60,0.5,False,"{""additive_ltm"": 60, ""c075_b075_w100_d100"": 4, ""c075_b100_w100_d100"": 1, ""c075_b125_w100_d090"": 12, ""c100_b075_w075_d100"": 1, ""c100_b075_w100_d090"": 1, ""c100_b075_w100_d100"": 3, ""c100_b075_w125_d090"": 8, ""c100_b075_w125_d100"": 6, ""c100_b100_w075_d090"": 3, ""c100_b100_w075_d100"": 1, ""c100_b100_w100_d090"": 1, ""c100_b100_w125_d100"": 5, ""c100_b125_w125_d100"": 1, ""c125_b100_w100_d100"": 9, ""c125_b125_w100_d100"": 4}"
